,index,bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year,format
15691,15691,0,Marvel,Comic Book Heroes,Dazzler,New,2002-Now,X-Men,,303318408618,15.5,2,"Oct 14, 2019",6in.,"marvel legends 80th anniversary uncanny x-men dazzler 6"" retro action figure",Action Figure,2019,BIN
15692,15692,0,Funko,"TV, Movie & Video Games",,New,,,,163865935171,39.95,2,,,hannibal will graham straight jacket pop! vinyl #149,Pop Vinyls,,BIN
15693,15693,0,Activision,"TV, Movie & Video Games",Grilla Drilla,Used,2002-Now,Skylanders,,303198570629,6.5,7,,3in.,skylanders: swap force: grilla drilla swappable: all skylanders buy 3 get 1 free,Action Figure,2013,BIN
15694,15694,0,Unbranded,Comic Book Heroes,Spider-Man,New,,Marvel Universe,,303266973545,6.65,2,,8 cm,4 pcs marvel spider-man avengers endgame infinity war spiderman figure set toys,Action Figure,,BIN
15695,15695,0,Unbranded,Comic Book Heroes,,New,,Spider-Man,,264128197944,16.38,821,,"6""",marvel spider-man spiderman avengers infinity war iron action model figure toy,,2018,BIN
15696,15696,0,McFarlane Toys,"TV, Movie & Video Games",Predator,New,,Alien vs. Predator,,174001825342,34.99,1,"Oct 14, 2019",,mcfarlane toys alien vs. predator elder predator action figure new,Action Figure,,BIN
15697,15697,0,Super7,"TV, Movie & Video Games",The Monster,New,,Universal Monsters,,202794720279,24.99,1,,,revenge of the creature universal monsters super7 gid action figure nycc 2019,Action Figure,2019,BIN
15698,15698,0,Funko,"TV, Movie & Video Games",Gandalf,New,"December 19, 200",Lord of the Rings,,264481606247,3.0,5,,3.75in.,funko pop movies: the lord of the rings - gandalf vinyl figure item #13550,Vinyl Figure,2017,BIN
15699,15699,0,Unbranded,Comic Book Heroes,Venom,New,2002-Now,Marvel Universe,,153378986531,22.99,327,,7in.,marvel spider-man venom edward brock revoltech pvc action figure model toys gift,Action Figure,2018,BIN
15700,15700,0,Mattel,Sports,,New,,,,153622122921,39.95,6,,6in.,wwe mattel elite best of attitude era the rock wrestling figure,Figures,,BIN
15701,15701,0,TDW,Transformers & Robots,Bruticus,New,,Transformers,,163878269621,34.19,1,,,transform dream wave tcw-01 upgrade kit for idw bruticus parts in stock,Action Figure,2019,BIN
15702,15702,0,Hasbro,"TV, Movie & Video Games",Luke Skywalker,New,1980-2001,Star Wars,,392478260305,74.99,1,,3.75in.,kenner star wars the power of the force lot- red card action figure lot x14 noc,Action Figure,1995,BIN
15703,15703,0,Zeta,Transformers & Robots,,New,,,,264475138543,404.99,1,,48cm,zeta toys 48cm za02 core star unicron super alloy led action figure new,Action Figure,2019,BIN
15704,15704,0,Funko,"TV, Movie & Video Games",,New,2002-Now,Funko Pop,,293134085057,8.49,14,,Small,funko - pop television: stranger things - eleven in mall outfit brand new in box,Action Figure,2017,BIN
15705,15705,0,Hasbro,Transformers & Robots,,New,,,,153646208292,32.23,2,,,transformers generations war for cybertron siege leader class wfc-s14 shockwa...,,,BIN
15706,15706,0,Unbranded,"TV, Movie & Video Games",,New,,,,223639005092,9.99,9,,5-7cm,nightmare before christmas jack skellington action figures doll toys gifts 6 pcs,Action figure,2019,BIN
15707,15707,0,Marvel,Comic Book Heroes,,New,,,,133184242467,28.95,3,,,marvel select: captain marvel (starforce uniform version) action figure,,,BIN
15708,15708,0,Lol,"TV, Movie & Video Games",,Used,2002-Now,,,113699280503,2.2,70,,"2.5""",up to 40 different kinds lol surprise pets doll dog cat bunny pony- your choice,Action Figure,,BIN
15709,15709,0,Funko,Anime & Manga,,New,,,,392139241045,13.94,434,,Does Not Apply,funko pop animation: my hero academia - all might vinyl figure item #12381,Does Not Apply,,BIN
15710,15710,0,Funko,Anime & Manga,Ochaco,New,"July 7, 2014 – present",My Hero Academia,,283284727408,10.49,259,,3.75in.,funko pop animation: my hero academia - ochaco vinyl figure item #12384,Vinyl Figure,2017,BIN
15711,15711,0,Unbranded,"TV, Movie & Video Games",LeBron James,New,,NBA,,273935049847,49.99,1,,,1:9 scale nba 23 lebron james cavaliers action figure model collection toys gift,Action Figure,2019,BIN
15712,15712,0,Disney Parks,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,322624824125,21.99,10,,3.75in.,star wars 2017 disney droid factory bb-8 the force awakens tfa the last jedi new,Action Figure,2017,BIN
15713,15713,0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,174054246132,19.2,7,,3.75in.,star wars zorii bliss figure the vintage collection vc157 the rise of skywalker,Action Figure,2019,BIN
15714,15714,0,Unbranded,"TV, Movie & Video Games",,New,2002-Now,,,392473228704,2.69,1,,,random 10/22pcs 3d micro landscape animal twist egg doll figure animal toy gifts,Action Figure,2019,BIN
15715,15715,0,Hasbro,Transformers & Robots,Shockwave,New,,Transformers,,163443883091,49.95,2,,,transformers generations siege war for cybertron leader shockwave action figure,Action Figure,2019,BIN
15716,15716,0,Hasbro,"TV, Movie & Video Games",,New,,,,382697013045,34.99,72,,6in.,star wars black series darth revan #34 action figure,,,BIN
15717,15717,0,Extreme Sets,Comic Book Heroes,,New,,,,123050748825,74.99,3,,,"extreme sets ""gas station"" pop-up diorama display 1/12 scale action figures",,,BIN
15718,15718,0,Unbranded,Comic Book Heroes,,New,,,,264403546271,24.99,10,,6in.,"spider-man amazing comic version 6"" action figure medicom mafex 075 marvel new",Action Figure,,BIN
15719,15719,0,Marvel,Other Action Figures,,New,2002-Now,,,252524826107,10.99,137,,6in.,marvel legends black widow ml custom cast resin torso,Action Figure,2014,BIN
15720,15720,0,PocketToys,Transformers & Robots,Bruticus,New,2002-Now,Transformers,,383003044335,66.98,8,,11in.,pockettoys bruticus pt05 war giant transformers 5in1 action figure robot legends,Action Figure,2019,BIN
15721,15721,0,DC,"TV, Movie & Video Games",,New,,,,183838937059,10.07,23,,,"the flash: reverse-flash action figure limited dc collectibles tv series 6.75""",Action Figure,,BIN
15722,15722,0,NECA,"TV, Movie & Video Games",,New,2002-Now,,,352804107411,36.99,6,,7in.,gdt collection faun pans labyrinth action figure,Action Figure,2019,BIN
15723,15723,0,Jazwares,"TV, Movie & Video Games",Trooper,New,,Fortnite,,383182955191,13.49,2,,,"fortnite solo mode core figure pack,skull trooper",,,BIN
15724,15724,0,Unspecified,Mixed Lots,,Used,,,,153326935606,5.99,13,,,lot of 3 fisher price imaginext savage cavemen w/ saber mask loose action figure,Action Figure,,BIN
15725,15725,0,Funko,"TV, Movie & Video Games",,New,,,,323929710112,31.95,1,,3.75,funko pop disney flounder diamond glitter exclusive + free pop protector,POP VINYL,,BIN
15726,15726,0,Cryptozoic,Designer & Urban Vinyl,,New,,,,323841548684,4.76,5,,3in.,"cryptozoic cryptkins series 2 green dragon 3"" mini vinyl figure opened blind box",Action Figure,2019,BIN
15727,15727,0,Unbranded,Transformers & Robots,Shockwave,New,2002-Now,Transformers,,312245312814,42.74,3,,10in.,mp29 g1 destron laserwave shockwave action figure toy 25cm toy new figurine,Action Figure,2017,BIN
15728,15728,0,Hasbro,"TV, Movie & Video Games",,Used,1980-2001,Star Wars,,283429578793,45.0,1,,3.75in. SERIES,star wars black series at-st walmart exclusive loose complete,Action Figure,2017,BIN
15729,15729,0,Fanstoys,Transformers & Robots,Grimlock,New,2002-Now,Transformers,,113665683080,14.99,10,,3in.,fanstoys ft-08 g1 style dino head for grinder,Action Figure,2018,BIN
15730,15730,0,Unbranded,Transformers & Robots,,New,2002-Now,,,112613828246,45.43,94,,,transformers g1 devastator reissue brand new kids toy gift 10.24inches/26,Action Figure,2016,BIN
15731,15731,0,Unbranded,"TV, Movie & Video Games",Thunderbird,New,,Thunderbirds,,283430615052,7.76,1,,2in.,new cryptozoic mini blind box cryptkins series 2 * werewolf * rare hot topic,Action Figure,,BIN
15732,15732,0,Hasbro,Transformers & Robots,,New,,Transformers,,133191414894,39.99,4,,,in hand transformers generations selects war for cybertron hot shot wfc-gs09,Action Figure,2019,BIN
15733,15733,0,Mattel,"TV, Movie & Video Games",,Used,,,,123414687957,8.99,13,,6in.,master of the universe classics trap jaw weapon motuc accessory,Action Figure,,BIN
15734,15734,0,TBLeague,"TV, Movie & Video Games",,New,2002-Now,,,273943535401,37.99,14,,,tbleague 1/12 ph2019-tm01a stainless steel strong muscle body w/ head model,,2019,BIN
15735,15735,0,Hasbro,"TV, Movie & Video Games",Barriss Offee,Used,,Star Wars,,392476355798,7.99,4,,"3.75""",star wars vintage collection barriss offee jedi padawan vc51,Action Figure,,BIN
15736,15736,0,Gogo Dino,Transformers & Robots,Gogo Dino,New,,,,323855190211,17.68,11,,12 * 13 * 8.5cm (4.7 * 5.1 * 3.3 inch),gogo dino mini 9-dinosaur transformer robots play figure kids toy gogodino,Action Figure,,BIN
15737,15737,0,NECA,"TV, Movie & Video Games",Kevin,New,,Sin City,,333047008274,6.99,2,,7in.,neca 2005 sin city kevin 7'' action figure nip,Action Figure,2005,BIN
15738,15738,0,Banpresto,Anime & Manga,,New,,,,282889111845,58.0,3,,,one piece special quality figure - boa hancock by banpresto,,,BIN
15739,15739,0,ZETA TOYS,Transformers & Robots,Swindle,New,1980-2001,Transformers,,123429602782,75.0,5,,8in.,transformers toys zeta za-05 armageddon racket g1 swindle new in stock,Action Figure,2017,BIN
15740,15740,0,Mattel,Sports,,New,,,,264480234156,55.99,1,,,wwe takeover elite target exclusive aleister black figure,,,BIN
15741,15741,0,Unspecified,Transformers & Robots,,Used,,,,152814395787,4.99,26,,,transformers autobots optimus prime transformer mini action figure minifig,Action Figure,,BIN
15742,15742,0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,143408697934,42.99,22,,6in.,"star wars black series 6"" inch luke skywalker jedi knight return of the jedi",Action Figure,2019,BIN
15743,15743,0,Takara TOMY,Transformers & Robots,,New,,Transformers,,142915025707,25.95,2,,,transformers ss-13 shadow raider,,,BIN
15744,15744,0,COOMODEL,"TV, Movie & Video Games",Imperial Soldier,New,2002-Now,,,153567122243,119.99,2,,6in.,coomodel 1/12 pe011 gothic armoured knight palm empires action figure collection,Action Figure,2019,BIN
15745,15745,0,Hasbro,Comic Book Heroes,,New,,Marvel Universe,,274045343567,22.0,15,,,"2019 hasbro marvel legends thor baf series captain america 6"" figure moc ",Action Figure,,BIN
15746,15746,0,Tokidoki,Designer & Urban Vinyl,,New,,,,223575061131,3.59,9,,1.5in.,tokidoki sea punk frenzies - palette & nautica zipper pull keychain vinyl figure,Action Figure,2017,BIN
15747,15747,0,Unbranded,"TV, Movie & Video Games",Harley Quinn,New,,Suicide Squad,,401776023902,15.59,123,,6in.,"6"" suicide squad harley quinn pvc action figure collection model xmas gift new",Action Figure,,BIN
15748,15748,0,Bandai,Anime & Manga,,New,,,,183938767813,106.95,2,,,bandai s.h.figuarts super saiyan god super saiyan gogeta ssgss dragon ball shf,,,BIN
15749,15749,0,Unbranded,Military & Adventure,,Used,,,,183495812068,2.99,2,,3.75in.,"3.75"" gi joe  the  lanard corps series  rare  action figure with weapons",Action Figure,2019,BIN
15750,15750,0,Hasbro,Transformers & Robots,,New,,,,173913272987,11.36,23,,,toys generation war for cybertron siege micromaster wfc-s18 soundwave spy 2pack,,,BIN
15751,15751,0,Takara TOMY,Transformers & Robots,OPTIMUS PRIME PRIMAL,New,,Transformers,,372664266092,118.49,9,,,takara transformers masterpiece mp-32 beast wars bw optimus primal convoy figure,Action Figure,2019,BIN
15752,15752,0,DX9,Transformers & Robots,Robot,New,,Transformers,,193106862751,84.54,2,,18.5 CM,transformers dx9 soul series k3 la hire hot rod rodimus new in stock,Action Figure,,BIN
15753,15753,0,ZACPARIS,"TV, Movie & Video Games",Han Solo,New,,,,131275021795,7.5,130,,,star wars vintage replacement stickers - die cut for han solo laser pistol,,,BIN
15754,15754,0,Hasbro,Transformers & Robots,,New,,Transformers,,383104983599,70.95,15,,,transformers toys generations war for cybertron voyager wfc-s27 4 pack,,,BIN
15755,15755,0,custom made,"TV, Movie & Video Games",Joker,New,,,,163081842188,13.4,23,,,custom joker heath ledger 1/6 scale purple hands gloves for 12'' male figure,Action Figure,,BIN
15756,15756,0,B2.FIVE,Military & Adventure,,New,,,,272870918920,114.99,17,,,02017  acid rain 1:28 b2five wave0  bw0 01 stealth stronghold st2e,,,BIN
15757,15757,0,Hasbro,"TV, Movie & Video Games",Deadpool,New,,,,302703960103,10.99,9,,6in.,2018 marvel 6 inch legends deadpool wave x-23 baf sasquatch ,,2018,BIN
15758,15758,0,Bandai,Anime & Manga,,Used,1980-2001,M.U.S.C.L.E.,,401761216905,2.19,1,,,80s popy bandai japan kinnikuman kinkeshi gr 008 wars man m.u.s.c.l.e. keshi,Action Figure,,BIN
15759,15759,0,Unbranded,Transformers & Robots,,Used,,,,263596462038,4.98,26,,,powerglide age of extinction rare transformers robots custom toy action figure,,,BIN
15760,15760,0,Marvel,Comic Book Heroes,,New,2002-Now,Marvel,,323838361870,19.99,10,,,marvel legends series 6-inch collectible figure weapon x (x-men collection),Action Figure,,BIN
15761,15761,0,Hasbro,Transformers & Robots,Blackjack,New,2002-Now,Transformers,,333174144949,10.92,3,,3in.,"generations combiner wars legends blackjack 3"" action figure toy doll new in box",Action Figure,2017,BIN
15762,15762,0,Does not apply,"TV, Movie & Video Games",,New,,,,153640038153,7.99,31,,approx.3.5-6.5cm,super mario bros pvc action figure toys peach toad mario luigi yoshi donkey kong,Action figure,,BIN
15763,15763,0,Unspecified,Comic Book Heroes,,Used,,,,152662930547,15.99,66,,,"marvel legends wolverine logan yellow puck series 6"" action figure loose ",Action Figure,,BIN
15764,15764,0,Bandai,"TV, Movie & Video Games",,New,,Power Rangers,,202543580371,12.97,1,,,bandai power ranger kyuranger 77 dx kojishi voyager,Action Figure,,BIN
15765,15765,0,Minecraft,"TV, Movie & Video Games","Enderman, Creeper, Steve, Zombie, Villager",New,2002-Now,Minecraft,,123932572791,24.99,1,,4in.,9sets/28pc minecraft enderman zombies mini action figure toys characters pvc kid,Action Figure,2019,BIN
15766,15766,0,Hasbro,Transformers & Robots,Bluestreak,New,,Transformers,,153561819867,39.95,60,,,hasbro transformers siege 35th anniversary deluxe bluestreak action figure,Action Figure,2019,BIN
15767,15767,0,Fanstoys,Transformers & Robots,,New,2002-Now,,,113780496715,240.0,1,,65CM,transformers toy ft-20 ft20 terminus giganticus g1 omega supreme instock all set,Action Figure,2017,BIN
15768,15768,0,Unbranded,Military & Adventure,,New,,,,323633373668,69.99,5,,,1/6 scale jiaou doll male seamless skeleton muscle body action figure jok-11c-ys,,2018,BIN
15769,15769,0,Funko,"TV, Movie & Video Games",,New,,,,372222377573,18.94,151,,Does Not Apply,funko pop games: sonic the hedgehog - sonic with ring vinyl figure item #20146,Does Not Apply,,BIN
15770,15770,0,VTS TOYS,Military & Adventure,,New,,,,173754670604,174.99,12,,12in.,vts toys vm-023 heavy armored special cop judge dredd w/ 2 heads 1/6 figure,Action Figure,,BIN
15771,15771,0,Unbranded,"TV, Movie & Video Games",,New,,,,193049126006,2.99,1,,1/6,"2pcs x 1/6 scale hands peg connector wrist pegs for hot toys 12"" figure",,,BIN
15772,15772,0,Unspecified,"TV, Movie & Video Games",,New,,,,183704994064,2.99,116,,,6pcs tee@nage mutant ninja turtles action figures toy new classic collection,,,BIN
15773,15773,0,Unbranded,"TV, Movie & Video Games",,New,,,,372737195177,20.99,9,,16cm,kaiyodo complex amazing yamaguchi carnage no.008 revoltech figure model 7'' new,Action Figure,,BIN
15774,15774,0,Unbranded,"TV, Movie & Video Games",Groot,New,,Guardians of the Galaxy,,162710191916,4.0,170,,2in.,4pcs guardians of  galaxy vol.2 baby groot pvc action figure toy car decor gift ,Action Figure,2017,BIN
15775,15775,0,Unique Toys,Transformers & Robots,Optimus Prime,New,2002-Now,Transformers,,183920488958,99.99,8,,11in.,transformers unique toys ut r-02b op challenger optimuprime black instock,Action Figure,2018,BIN
15776,15776,0,Ownest,"TV, Movie & Video Games",,New,,,,192629739085,1.78,1789,,,new funko pop pocket keychain vinyl figure key chain toy (1pc) #03,Action Figure,2018,BIN
15777,15777,0,Unbranded,Designer & Urban Vinyl,,New,,,,133107431866,2.39,11,,,1pcs 7cm rainbow unicorn sea-maiden action figure doll mini cartoon keychain lxg,,,BIN
15778,15778,0,Unbranded,"TV, Movie & Video Games",,New,,Pokemon,,273520043658,3.99,136,,3-5CM,pokemon eeveelution figure cute pocket monster evolution of eevee toy gift 3-5cm,Action Figure,,BIN
15779,15779,0,DC,"TV, Movie & Video Games",Azrael,New,,DC Universe,,163877317003,44.99,2,,6in.,batman: arkham knight - azrael 6” action figure,Action Figure,,BIN
15780,15780,0,Hasbro,"TV, Movie & Video Games",Sandtrooper,New,,Star Wars,,333283043411,75.0,1,,6in.,star wars hasbro black series 6 inch #01 sandtrooper,Action Figure,2014,BIN
15781,15781,0,Mego Action Figures,"TV, Movie & Video Games",,New,,,,254384667370,14.9,1,,,"mego action figures, 8” new werewolf - full body flock (limited edition... ",,,BIN
15782,15782,0,NECA,"TV, Movie & Video Games",Michael Myers,New,2002-Now,Halloween,,264437191412,27.99,644,,"7""","halloween 2 (1981) - 7"" scale action figure - ultimate michael myers - neca",Action Figure,2019,BIN
15783,15783,0,Royal Bobbles,Other Action Figures,,New,,,,174051758581,24.95,1,,,royal bobble: alexandria ocasio-cortez: bobblehead,,,BIN
15784,15784,0,Unbranded,"TV, Movie & Video Games",Batman,New,,DC Comics Justice League,,173832139497,12.99,6,,6 inch,"6"" dc  batman the dark knight begins suit action figure medicom ko toy #049",Action Figure,2019,BIN
15785,15785,0,Unbranded,"TV, Movie & Video Games",,New,,Pirates of the Caribbean,,293261521967,17.99,1,,,brand new  action figure pirates of the caribbean captain jack sparrow pvc 15cm ,Action Figure,,BIN
15786,15786,0,Star Wars,"TV, Movie & Video Games",Trooper,New,2002-Now,,,174060193214,19.5,1,,3.75in.,star wars vintage retro sith jet trooper action figure rise skywalker toy vc159,Action Figure,2019,BIN
15787,15787,0,Takara TOMY,"TV, Movie & Video Games",,New,,,,253938756327,27.68,10,,,takara tomy star wars black series 6 inch figure a new hope darth vader,,,BIN
15788,15788,0,Planet X,Transformers & Robots,Star Saber,New,2002-Now,Transformers,,283610058630,99.99,1,,23CM,new planet x transformers px-c02 kadmos idw star saber in stock,Action Figure,2019,BIN
15789,15789,0,Marvel,Comic Book Heroes,,New,,,,233260331125,29.88,1,"Oct 14, 2019",6in.,"marvel legends action figure infinite series punisher walgreens exclusive 6""",Action Figure,,BIN
15790,15790,22,PBP,"TV, Movie & Video Games",,Used,,Star Wars,,274041637477,51.0,1,"Oct 14, 2019",,star wars vintage - pbp -  snowtrooper + at-at pilot + original weapons +stand .,Action Figure,1980,Auction
15791,15791,4,Kenner,"TV, Movie & Video Games",,Used,,Star Wars,,274041638065,12.49,1,"Oct 14, 2019",,star wars vintage  -  snaggletooth -  cantina alien + genuine blaster + stand ,Action Figure,1978,Auction
